SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
MATUNDA,631206,104.0,48.84,51.7,0.0,47.99,49.17,52.76,250.46,433,9512,,11233123,11,KIAMBU
MATUNDA,631206,104.0,48.84,51.7,0.0,47.99,49.17,52.76,250.46,433,9512,,26509154,26,UASIN GISHU
MATUNDA,631206,104.0,48.84,51.7,0.0,47.99,49.17,52.76,250.46,433,9512,,27565336,27,NAKURU
MATUNDA,631206,104.0,48.84,51.7,0.0,47.99,49.17,52.76,250.46,433,9512,,37631206,37,KAKAMEGA
MATUNDA HIGHWAY,631218,21.0,61.52,62.0,0.0,65.71,58.66,66.76,314.65,59,1660,,37631218,37,KAKAMEGA
MATUNDA PAROCHIAL,629138,25.0,64.2,64.52,0.0,62.8,65.96,72.96,330.44,11,1023,,35629138,35,BUSIA
MATUNDU,332223,15.0,43.4,49.86,0.0,47.13,48.2,45.93,234.52,452,13286,MUTITO,13332223,13,KITUI
MATUNDU,332223,15.0,43.4,49.86,0.0,47.13,48.2,45.93,234.52,452,13286,MUTITO,37615029,37,KAKAMEGA
MATUNDU,615029,26.0,51.53,55.38,0.0,47.34,47.19,49.03,250.47,432,9509,KAKAMEGA SOUTH,13332223,13,KITUI
MATUNDU,615029,26.0,51.53,55.38,0.0,47.34,47.19,49.03,250.47,432,9509,KAKAMEGA SOUTH,37615029,37,KAKAMEGA
MATUNDURA,209113,39.0,52.07,49.41,0.0,49.23,50.69,47.53,248.93,172,9865,NYANDARUA SOUTH,7209113,7,NYANDARUA
MATUNGU S.D.A,627125,62.0,54.43,54.56,0.0,46.04,51.58,53.61,260.22,334,7390,MATUNGU,37627125,37,KAKAMEGA
MATUNGU SP NEEDS,627154,39.0,32.46,33.05,0.0,31.51,24.0,26.64,147.66,799,21737,MATUNGU,,,
MATUNGULU A.I.C.,316125,48.0,46.5,49.04,0.0,49.31,50.33,45.2,240.38,450,11897,KANGUNDO,,,
MATUNGULU DEB,345101,56.0,53.82,56.21,0.0,51.82,54.73,47.26,263.84,229,6661,MATUNGULU,12345101,12,MACHAKOS
MATUNGULU ESTATE,345307,12.0,34.0,46.0,0.0,36.83,39.5,35.41,191.74,831,20376,MATUNGULU,12345307,12,MACHAKOS
MATUNGWA ACADEMY,323329,89.0,60.0,59.28,0.0,60.13,62.02,62.93,304.36,57,2196,MBOONI WEST,18323329,18,MAKUENI
MATUNTHINI,314248,13.0,45.92,45.46,0.0,57.0,51.46,47.61,247.45,385,10215,MWALA,,,
MATUNTU,308147,15.0,46.6,52.4,0.0,51.86,47.26,45.46,243.58,186,11119,MERU SOUTH,19308147,19,THARAKANITHI
MATUNWA,720119,17.0,51.52,48.47,0.0,44.94,45.23,44.88,235.04,233,13172,BORABU,43720119,43,NYAMIRA
MATUNWA D E B,703305,23.0,47.52,49.56,0.0,48.39,49.47,49.13,244.07,307,11015,KISII CENTRAL,40703305,40,KISII
MATURA,214106,59.0,44.71,49.64,0.0,42.81,43.83,41.47,222.46,294,15942,NYANDARUA WEST,7214106,7,NYANDARUA
MATURU,624014,51.0,45.94,48.96,0.0,48.13,43.76,46.37,233.16,593,13595,MATETE,37624014,37,KAKAMEGA
MATUTO,219216,17.0,51.94,47.94,0.0,53.88,57.17,54.23,265.16,156,6429,MUKURWEINI,8219216,8,NYERI
MATUTU,324126,16.0,54.56,54.37,0.0,54.12,57.68,58.31,279.04,215,4333,NZAUI,18324126,18,MAKUENI
MATUTU ADVENTIST MIXED SC,720157,15.0,50.06,46.8,0.0,43.86,42.0,52.66,235.38,231,13101,BORABU,,,
MATUTU P.A.G,715139,17.0,52.11,50.35,0.0,61.35,59.23,55.29,278.33,62,4428,MASABA NORTH,43715139,43,NYAMIRA
MATUU,314168,33.0,41.81,48.78,0.0,47.12,46.84,45.09,229.64,577,14474,MWALA,12314168,12,MACHAKOS
MATUU ESTATE,345405,49.0,52.04,59.57,0.0,56.04,57.59,50.48,275.72,152,4775,MATUNGULU,12345405,12,MACHAKOS
MATUU HGM,315157,46.0,59.76,57.06,0.0,62.5,56.39,57.06,292.77,84,3008,YATTA,12315157,12,MACHAKOS
MATUURU,334231,18.0,42.61,53.5,0.0,45.33,40.11,44.27,225.82,474,15276,BUURI,15334231,15,MERU
MATWIKU,336214,20.0,50.9,61.3,0.0,67.55,59.6,56.25,295.6,94,2771,KILUNGU,18336214,18,MAKUENI
MAU,565109,53.0,51.71,51.45,0.0,51.33,50.37,52.56,257.42,249,7980,KURESOI,27565109,27,NAKURU
MAU NAROK,564402,69.0,39.84,52.85,0.0,41.72,39.5,40.86,214.77,567,17421,NJORO,27564402,27,NAKURU
MAU TEA,539261,20.0,58.95,43.5,0.0,44.35,48.95,46.8,242.55,209,11356,KIPKELION,28539261,28,KERICHO
MAU-SUMMIT,565111,48.0,46.89,47.14,0.0,44.81,41.08,42.7,222.62,479,15910,KURESOI,27565111,27,NAKURU
MAUA,309204,67.0,45.62,51.89,0.0,38.47,47.02,52.26,235.26,394,13128,IGEMBE SOUTH,5112127,5,TANA RIVER
MAUA,309204,67.0,45.62,51.89,0.0,38.47,47.02,52.26,235.26,394,13128,IGEMBE SOUTH,15309204,15,MERU
MAUA,309204,67.0,45.62,51.89,0.0,38.47,47.02,52.26,235.26,394,13128,IGEMBE SOUTH,20409015,20,NAIROBI
MAUA,309204,67.0,45.62,51.89,0.0,38.47,47.02,52.26,235.26,394,13128,IGEMBE SOUTH,26534174,26,UASIN GISHU
MAUA,309204,67.0,45.62,51.89,0.0,38.47,47.02,52.26,235.26,394,13128,IGEMBE SOUTH,27537207,27,NAKURU
MAUA,401263,63.0,48.73,47.03,0.0,38.73,38.61,42.25,215.35,624,17342,Nairobi,5112127,5,TANA RIVER
MAUA,401263,63.0,48.73,47.03,0.0,38.73,38.61,42.25,215.35,624,17342,Nairobi,15309204,15,MERU
MAUA,401263,63.0,48.73,47.03,0.0,38.73,38.61,42.25,215.35,624,17342,Nairobi,20409015,20,NAIROBI
MAUA,401263,63.0,48.73,47.03,0.0,38.73,38.61,42.25,215.35,624,17342,Nairobi,26534174,26,UASIN GISHU
MAUA,401263,63.0,48.73,47.03,0.0,38.73,38.61,42.25,215.35,624,17342,Nairobi,27537207,27,NAKURU
MAUA,534174,20.0,50.15,47.7,0.0,49.2,51.05,45.75,243.85,364,11064,ELDORET EAST,5112127,5,TANA RIVER
MAUA,534174,20.0,50.15,47.7,0.0,49.2,51.05,45.75,243.85,364,11064,ELDORET EAST,15309204,15,MERU
MAUA,534174,20.0,50.15,47.7,0.0,49.2,51.05,45.75,243.85,364,11064,ELDORET EAST,20409015,20,NAIROBI
MAUA,534174,20.0,50.15,47.7,0.0,49.2,51.05,45.75,243.85,364,11064,ELDORET EAST,26534174,26,UASIN GISHU
MAUA,534174,20.0,50.15,47.7,0.0,49.2,51.05,45.75,243.85,364,11064,ELDORET EAST,27537207,27,NAKURU
MAUA,537207,77.0,51.79,57.0,0.0,55.07,52.83,48.9,265.59,211,6360,NAIVASHA,5112127,5,TANA RIVER
MAUA,537207,77.0,51.79,57.0,0.0,55.07,52.83,48.9,265.59,211,6360,NAIVASHA,15309204,15,MERU
MAUA,537207,77.0,51.79,57.0,0.0,55.07,52.83,48.9,265.59,211,6360,NAIVASHA,20409015,20,NAIROBI
MAUA,537207,77.0,51.79,57.0,0.0,55.07,52.83,48.9,265.59,211,6360,NAIVASHA,26534174,26,UASIN GISHU
MAUA,537207,77.0,51.79,57.0,0.0,55.07,52.83,48.9,265.59,211,6360,NAIVASHA,27537207,27,NAKURU
MAUA JUNIOR,309221,14.0,59.21,59.35,0.0,58.64,56.64,58.57,292.41,116,3038,IGEMBE SOUTH,15309221,15,MERU
MAUCHE,564309,20.0,33.95,36.05,0.0,39.85,34.6,35.15,179.6,747,21114,NJORO,27564309,27,NAKURU
MAUCHE VICTORY ACADEMY,564316,20.0,59.7,57.8,0.0,62.45,59.05,61.25,300.25,116,2451,NJORO,27564316,27,NAKURU
MAUGO,704108,9.0,35.0,31.11,0.0,43.0,38.55,35.55,183.21,841,20935,HOMA BAY,41704108,41,HOMA BAY
MAUGO,704108,9.0,35.0,31.11,0.0,43.0,38.55,35.55,183.21,841,20935,HOMA BAY,42721249,42,SIAYA
MAUGO,721249,31.0,52.0,39.83,0.0,49.96,61.03,48.77,251.59,273,9248,RARIEDA,41704108,41,HOMA BAY
MAUGO,721249,31.0,52.0,39.83,0.0,49.96,61.03,48.77,251.59,273,9248,RARIEDA,42721249,42,SIAYA
MAUKO DEB,623109,27.0,58.07,60.44,0.0,60.7,59.66,63.44,302.31,42,2319,BUTULA,35623109,35,BUSIA
MAUMBA,324321,30.0,40.03,50.4,0.0,46.73,39.9,41.43,218.49,815,16725,NZAUI,18324321,18,MAKUENI
MAUNA,725235,18.0,45.11,38.94,0.0,51.05,50.16,44.33,229.59,466,14485,UGENYA,42725235,42,SIAYA
MAUNA,725235,18.0,45.11,38.94,0.0,51.05,50.16,44.33,229.59,466,14485,UGENYA,42738146,42,SIAYA
MAUNA,738146,42.0,54.04,42.88,0.0,50.02,49.52,52.8,249.26,297,9788,,42725235,42,SIAYA
MAUNA,738146,42.0,54.04,42.88,0.0,50.02,49.52,52.8,249.26,297,9788,,42738146,42,SIAYA
MAUNGO,726154,15.0,46.53,38.53,0.0,47.0,51.73,48.0,231.79,450,13955,GEM,42726154,42,SIAYA
MAUNGU,624026,23.0,43.6,52.91,0.0,47.13,49.43,47.91,240.98,526,11748,MATETE,37624026,37,KAKAMEGA
MAUNGUJA,106304,93.0,29.34,36.48,0.0,38.44,30.0,28.39,162.65,288,21593,MOMBASA,3106304,3,MOMBASA
MAUSA,546507,11.0,41.72,33.36,0.0,46.36,49.63,42.27,213.34,380,17661,NAROK SOUTH,32546507,32,NAROK
MAUTA,730204,8.0,63.62,43.5,0.0,60.12,61.12,58.25,286.61,87,3529,MBITA,41730204,41,HOMA BAY
MAUTHINI,342134,5.0,48.2,60.8,0.0,57.0,55.6,53.6,275.2,89,4851,THARAKA NORTH,19342134,19,THARAKANITHI
MAUTINI,326220,16.0,38.75,44.31,0.0,41.62,47.06,44.68,216.42,284,17132,MAARA,19326220,19,THARAKANITHI
MAUTUMA,607104,65.0,40.18,51.8,0.0,41.07,41.23,40.5,214.78,721,17419,LUGARI,37607104,37,KAKAMEGA
MAUTUMA ACADEMY,607123,19.0,65.21,55.52,0.0,61.94,65.1,65.63,313.4,64,1718,LUGARI,37607123,37,KAKAMEGA
MAUUMI,324334,17.0,49.41,61.0,0.0,57.05,54.0,48.0,269.46,316,5732,NZAUI,18324334,18,MAKUENI
MAVIA,357104,21.0,30.28,37.04,0.0,39.52,42.8,33.85,183.49,942,20918,,13357104,13,KITUI
MAVIA MAIU,343070,17.0,38.7,39.52,0.0,40.82,36.94,34.76,190.74,835,20447,MASINGA,12343070,12,MACHAKOS
MAVIANI,341408,22.0,49.22,54.09,0.0,45.13,48.95,47.18,244.57,195,10898,MBEERE SOUTH,14341408,14,EMBU
MAVIANI,341408,22.0,49.22,54.09,0.0,45.13,48.95,47.18,244.57,195,10898,MBEERE SOUTH,18346163,18,MAKUENI
MAVIANI,346163,21.0,52.76,58.95,0.0,56.76,61.52,67.71,297.7,84,2624,MBOONI EAST,14341408,14,EMBU
MAVIANI,346163,21.0,52.76,58.95,0.0,56.76,61.52,67.71,297.7,84,2624,MBOONI EAST,18346163,18,MAKUENI
MAVIAUME,324308,20.0,48.7,58.3,0.0,56.3,50.75,53.65,267.7,337,6000,NZAUI,18324308,18,MAKUENI
MAVINDINI,314130,15.0,48.33,53.06,0.0,60.13,65.06,59.26,285.84,110,3614,MWALA,12314130,12,MACHAKOS
MAVINDINI,314130,15.0,48.33,53.06,0.0,60.13,65.06,59.26,285.84,110,3614,MWALA,13353304,13,KITUI
MAVINDINI,314130,15.0,48.33,53.06,0.0,60.13,65.06,59.26,285.84,110,3614,MWALA,18325168,18,MAKUENI
MAVINDINI,314130,15.0,48.33,53.06,0.0,60.13,65.06,59.26,285.84,110,3614,MWALA,18335309,18,MAKUENI
MAVINDINI,325168,14.0,51.28,54.28,0.0,59.07,58.07,50.64,273.34,268,5113,KIBWEZI,12314130,12,MACHAKOS
MAVINDINI,325168,14.0,51.28,54.28,0.0,59.07,58.07,50.64,273.34,268,5113,KIBWEZI,13353304,13,KITUI
MAVINDINI,325168,14.0,51.28,54.28,0.0,59.07,58.07,50.64,273.34,268,5113,KIBWEZI,18325168,18,MAKUENI
MAVINDINI,325168,14.0,51.28,54.28,0.0,59.07,58.07,50.64,273.34,268,5113,KIBWEZI,18335309,18,MAKUENI
MAVINDINI,335309,43.0,43.0,47.65,0.0,51.88,58.58,47.55,248.66,579,9927,KATHONZWENI,12314130,12,MACHAKOS
MAVINDINI,335309,43.0,43.0,47.65,0.0,51.88,58.58,47.55,248.66,579,9927,KATHONZWENI,13353304,13,KITUI
MAVINDINI,335309,43.0,43.0,47.65,0.0,51.88,58.58,47.55,248.66,579,9927,KATHONZWENI,18325168,18,MAKUENI
MAVINDINI,335309,43.0,43.0,47.65,0.0,51.88,58.58,47.55,248.66,579,9927,KATHONZWENI,18335309,18,MAKUENI
MAVINDINI,353304,22.0,46.95,48.4,0.0,58.81,54.95,50.63,259.74,185,7484,,12314130,12,MACHAKOS
MAVINDINI,353304,22.0,46.95,48.4,0.0,58.81,54.95,50.63,259.74,185,7484,,13353304,13,KITUI
MAVINDINI,353304,22.0,46.95,48.4,0.0,58.81,54.95,50.63,259.74,185,7484,,18325168,18,MAKUENI
MAVINDINI,353304,22.0,46.95,48.4,0.0,58.81,54.95,50.63,259.74,185,7484,,18335309,18,MAKUENI
MAVINDU,323305,34.0,44.91,45.61,0.0,44.11,46.91,44.79,226.33,794,15178,MBOONI WEST,18323305,18,MAKUENI
MAVIRIVIRINI,109406,76.0,27.34,41.42,0.0,33.07,24.25,23.34,149.42,306,21728,KINANGO,2109406,2,KWALE
MAVITINI,314151,13.0,43.92,54.46,0.0,47.0,47.92,47.38,240.68,445,11819,MWALA,12314151,12,MACHAKOS
MAVITINI,314151,13.0,43.92,54.46,0.0,47.0,47.92,47.38,240.68,445,11819,MWALA,18346146,18,MAKUENI
MAVITINI,346146,37.0,39.18,44.13,0.0,39.48,34.83,34.24,191.86,861,20367,MBOONI EAST,12314151,12,MACHAKOS
MAVITINI,346146,37.0,39.18,44.13,0.0,39.48,34.83,34.24,191.86,861,20367,MBOONI EAST,18346146,18,MAKUENI
MAVOLONI,315119,16.0,49.31,55.68,0.0,56.56,58.62,49.31,269.48,192,5726,YATTA,12315119,12,MACHAKOS
MAVUENI,102208,74.0,31.37,49.01,0.0,35.85,34.39,29.14,179.76,406,21104,KILIFI,4102208,4,KILIFI
MAVUI,339212,32.0,37.25,39.53,0.0,44.78,49.62,44.75,215.93,680,17240,MWINGI WEST,13339212,13,KITUI
MAVUNI,339229,19.0,58.89,60.52,0.0,53.31,58.0,56.89,287.61,60,3446,MWINGI WEST,13339229,13,KITUI
MAVUNO COMPLEX,732251,15.0,44.6,37.46,0.0,38.86,37.93,40.53,199.38,695,19640,NYAMACHE,,,
MAVUSI,614405,34.0,43.32,47.05,0.0,51.14,48.76,45.58,235.85,573,12975,KAKAMEGA NORTH,37614405,37,KAKAMEGA
MAWA,624028,27.0,51.44,57.14,0.0,47.96,48.18,44.74,249.46,440,9732,MATETE,37624028,37,KAKAMEGA
MAWE TATU,631111,60.0,48.93,55.78,0.0,49.16,50.63,48.08,252.58,410,9021,,37631111,37,KAKAMEGA
MAWEGA,724107,12.0,44.08,38.91,0.0,52.08,53.66,50.0,238.73,474,12282,NDHIWA,41724107,41,HOMA BAY
MAWEGO GIRLS,731016,15.0,60.4,47.73,0.0,47.8,43.26,53.2,252.39,309,9064,RACHUONYO NORTH,41731016,41,HOMA BAY
MAWEGO MIXED,731017,27.0,49.29,41.22,0.0,54.29,52.88,54.44,252.12,312,9137,RACHUONYO NORTH,41731017,41,HOMA BAY
MAWELE,314239,38.0,41.94,46.42,0.0,53.31,49.81,43.44,234.92,513,13194,MWALA,12314239,12,MACHAKOS
MAWEMBE KODERO,714061,40.0,53.52,43.35,0.0,54.75,50.15,47.47,249.24,338,9793,KISUMU WEST,39714061,39,KISUMU
MAWENI,106509,138.0,46.4,47.25,0.0,46.84,41.11,45.73,227.33,232,14971,MOMBASA,3106509,3,MOMBASA
MAWENI,106509,138.0,46.4,47.25,0.0,46.84,41.11,45.73,227.33,232,14971,MOMBASA,19313203,19,THARAKANITHI
MAWENI,313203,12.0,42.08,51.33,0.0,50.33,49.58,42.66,235.98,214,12957,THARAKA SOUTH,3106509,3,MOMBASA
MAWENI,313203,12.0,42.08,51.33,0.0,50.33,49.58,42.66,235.98,214,12957,THARAKA SOUTH,19313203,19,THARAKANITHI
MAWENZI G ACADEMY,545119,15.0,64.6,75.13,0.0,60.66,59.6,59.13,319.12,40,1448,LOITOKITOK,31545119,31,KAJIADO
MAWERE,712132,13.0,44.53,35.69,0.0,55.0,54.3,42.23,231.75,451,13969,BONDO,42712132,42,SIAYA
MAWEU,109419,18.0,46.27,59.55,0.0,52.5,52.72,52.66,263.7,41,6687,KINANGO,2109419,2,KWALE
MAWINGO,213147,94.0,38.39,39.08,0.0,36.44,37.81,35.69,187.41,413,20677,NYANDARUA CENTRAL,7213147,7,NYANDARUA
MAWINGO HIGHWAY,215125,15.0,49.8,46.46,0.0,54.4,50.26,46.06,246.98,180,10326,KIPIPIRI,7215125,7,NYANDARUA
MAWINGU,565213,26.0,40.23,51.53,0.0,44.73,44.88,42.69,224.06,465,15624,KURESOI,27565213,27,NAKURU
MAWIRA,710311,25.0,62.56,51.92,0.0,66.12,67.68,69.16,317.44,40,1513,RACHUONYO SOUTH,41710311,41,HOMA BAY
MAXIMUM IMPACT CENTRE,401518,42.0,45.69,40.73,0.0,39.45,41.45,37.88,205.2,669,18951,Nairobi,20408075,20,NAIROBI
MAXWELL PREPARATORY,401073,16.0,83.06,66.5,0.0,65.12,63.5,69.25,347.43,54,490,Nairobi,20406019,20,NAIROBI
MAYANJA R.C,628143,51.0,55.23,48.84,0.0,53.01,55.68,55.21,267.97,146,5960,BUMULA,36628143,36,BUNGOMA
MAYEKWE R.C,626214,27.0,37.77,46.51,0.0,47.48,43.7,44.96,220.42,521,16349,BUNGOMA WEST,36626214,36,BUNGOMA
MAYENJE,601105,38.0,69.1,65.15,0.0,57.89,60.65,65.42,318.21,17,1477,BUSIA,35601105,35,BUSIA
MAYENYA,702117,38.0,63.63,55.18,0.0,57.84,58.52,58.07,293.24,89,2965,KISUMU MUNICIPALITY,39702117,39,KISUMU
MAYIEKA,714110,24.0,54.58,41.58,0.0,50.2,57.16,53.62,257.14,266,8036,KISUMU WEST,39714110,39,KISUMU
MAYINGO,738119,16.0,42.43,43.18,0.0,41.81,43.68,41.0,212.1,573,17884,,42738119,42,SIAYA
MAYNARD,101103,29.0,41.58,48.03,48.03,37.44,41.72,41.37,258.17,53,7798,Taita,1101103,1,TAITA TAVETA
MAYONI TOWNSHIP,627126,71.0,60.5,61.61,0.0,62.83,65.52,58.77,309.23,73,1936,MATUNGU,37627126,37,KAKAMEGA
MAYORI,341105,28.0,52.21,56.17,0.0,53.75,51.0,50.17,263.3,116,6758,MBEERE SOUTH,14341105,14,EMBU
MAYOWE,116102,45.0,46.26,56.55,0.0,49.95,54.2,50.95,257.91,127,7855,GANZE,4116102,4,KILIFI
MAYOYO MHM,624015,87.0,34.05,42.36,0.0,33.04,33.9,32.13,175.48,788,21280,MATETE,37624015,37,KAKAMEGA
MAYOYO S.A,624033,32.0,44.06,46.21,0.0,39.15,44.25,45.28,218.95,703,16646,MATETE,37624033,37,KAKAMEGA
MAYU,556116,13.0,53.23,47.61,0.0,51.69,53.61,49.53,255.67,89,8344,NYAHURURU,30556116,30,LAIKIPIA
MAYUU,335418,15.0,49.26,59.46,0.0,52.4,55.6,48.4,265.12,366,6440,KATHONZWENI,18335418,18,MAKUENI
MAYUYU,205117,59.0,47.54,46.03,0.0,42.1,47.77,42.4,225.84,506,15271,KIAMBU,11205117,11,KIAMBU
MAZERAS,109401,82.0,45.97,49.65,0.0,41.45,43.78,45.67,226.52,142,15138,KINANGO,2109401,2,KWALE
MAZIWA,112102,30.0,40.2,42.46,0.0,44.03,49.0,51.6,227.29,34,14981,TANA DELTA,5112102,5,TANA RIVER
MAZIWA,112102,30.0,40.2,42.46,0.0,44.03,49.0,51.6,227.29,34,14981,TANA DELTA,23504058,23,TRANSNZOIA
MAZIWA,504058,26.0,56.23,55.07,0.0,46.26,55.0,52.26,264.82,120,6497,KITALE MUNICIPALITY,5112102,5,TANA RIVER
MAZIWA,504058,26.0,56.23,55.07,0.0,46.26,55.0,52.26,264.82,120,6497,KITALE MUNICIPALITY,23504058,23,TRANSNZOIA
MAZIWANI,107123,121.0,30.74,39.12,0.0,33.08,29.39,26.19,158.52,434,21639,MALINDI,4107123,4,KILIFI
MAZIYANI PREPARATORY,109533,36.0,40.91,50.41,0.0,40.58,51.58,47.08,230.56,125,14260,KINANGO,2109533,2,KWALE
MAZOLA,109104,41.0,50.26,59.29,0.0,53.02,51.92,55.29,269.78,32,5674,KINANGO,1114107,1,TAITA TAVETA
MAZOLA,109104,41.0,50.26,59.29,0.0,53.02,51.92,55.29,269.78,32,5674,KINANGO,2109104,2,KWALE
MAZOLA,114107,29.0,35.58,46.24,0.0,34.51,33.82,33.82,183.97,181,20890,MWATATE,1114107,1,TAITA TAVETA
MAZOLA,114107,29.0,35.58,46.24,0.0,34.51,33.82,33.82,183.97,181,20890,MWATATE,2109104,2,KWALE
MBA,346142,39.0,47.25,51.56,0.0,51.64,50.82,40.97,242.24,665,11421,MBOONI EAST,18346142,18,MAKUENI
MBAANI,314140,27.0,43.74,44.77,0.0,52.44,44.62,39.74,225.31,617,15382,MWALA,12314140,12,MACHAKOS
MBAARUA,327151,14.0,41.64,46.5,0.0,45.0,36.57,35.28,204.99,624,18973,TIGANIA WEST,15327151,15,MERU
MBACACA,313230,20.0,35.7,40.6,0.0,40.15,40.45,39.8,196.7,351,19905,THARAKA SOUTH,19313230,19,THARAKANITHI
MBACHI,312322,14.0,40.0,38.71,0.0,39.92,45.14,36.92,200.69,391,19493,MBEERE NORTH,14312322,14,EMBU
MBAGA G.,705117,28.0,70.92,63.0,0.0,71.5,61.6,73.39,340.41,7,692,SIAYA,42705117,42,SIAYA
MBAGA MIXED,705105,55.0,60.07,53.27,0.0,58.07,57.38,53.72,282.51,74,3949,SIAYA,42705105,42,SIAYA
MBAGARA,607105,73.0,40.3,45.16,0.0,40.89,40.09,39.1,205.54,750,18904,LUGARI,37607105,37,KAKAMEGA
MBAGATHI,233112,41.0,47.68,42.02,0.0,33.09,36.39,36.02,195.2,732,20053,THIKA EAST,11233112,11,KIAMBU
MBAGATHI ROAD,401004,154.0,50.18,47.85,0.0,42.66,42.16,43.07,225.92,567,15252,Nairobi,20405001,20,NAIROBI
MBAGHA,114218,32.0,35.53,51.81,0.0,37.15,36.53,36.87,197.89,163,19785,MWATATE,1114218,1,TAITA TAVETA
MBAIKINI,314203,28.0,42.6,46.53,0.0,49.46,51.46,48.82,238.87,464,12248,MWALA,12314203,12,MACHAKOS
MBAJO,607210,40.0,72.87,59.1,0.0,60.17,59.27,58.2,309.61,71,1916,LUGARI,37607210,37,KAKAMEGA
MBAJONE,318208,14.0,35.64,45.64,0.0,36.07,49.0,41.78,208.13,604,18503,MERU CENTRAL,15318208,15,MERU
MBAKA OROMO,714046,44.0,62.56,73.31,0.0,50.13,52.72,63.29,302.01,70,2338,KISUMU WEST,39714046,39,KISUMU
MBAKALO A.C.K,611263,69.0,49.91,58.81,0.0,54.84,56.53,57.44,277.53,119,4543,BUNGOMA NORTH,36611263,36,BUNGOMA
MBAKALO D E B,611210,109.0,45.08,51.72,0.0,44.07,41.55,45.59,228.01,448,14844,BUNGOMA NORTH,36611210,36,BUNGOMA
MBAKONI,357144,36.0,39.3,38.25,0.0,48.13,49.66,41.36,216.7,668,17078,,13357144,13,KITUI
MBALANI,324245,22.0,60.81,58.9,0.0,65.22,59.36,57.86,302.15,68,2332,NZAUI,18324245,18,MAKUENI
MBALE F A M,622228,40.0,51.52,58.67,0.0,45.07,51.42,49.67,256.35,174,8196,SABATIA,38622228,38,VIHIGA
MBALE SHALOM ACADEMY,622239,84.0,72.54,71.58,0.0,71.1,66.66,68.34,350.22,4,432,SABATIA,38622239,38,VIHIGA
MBALUKU,301243,19.0,54.68,50.57,0.0,49.15,48.84,49.21,252.45,332,9050,Machakos,12301243,12,MACHAKOS
MBANDA SALAMA,315120,27.0,41.59,47.59,0.0,51.18,49.25,41.0,230.61,564,14251,YATTA,12315120,12,MACHAKOS
MBANGULO,351311,8.0,50.75,49.0,0.0,57.62,59.62,53.12,270.11,124,5617,Nzambani,13351311,13,KITUI
MBANGWANI,350215,36.0,34.58,40.38,0.0,43.55,37.94,39.83,196.28,862,19940,MUMONI,13350215,13,KITUI
MBANI,724006,38.0,40.52,25.13,0.0,43.02,42.21,48.68,199.56,801,19616,NDHIWA,41724006,41,HOMA BAY
MBARA,531111,32.0,52.06,47.43,0.0,56.81,60.78,56.87,273.95,31,5006,POKOT CENTRAL,24531111,24,WEST POKOT
MBARAKA CHEMBE,107124,135.0,38.99,48.97,0.0,37.11,37.27,37.66,200.0,339,19565,MALINDI,4107124,4,KILIFI
MBARAKI GIRLS,106110,36.0,58.61,52.69,0.0,43.0,45.3,53.25,252.85,188,8955,MOMBASA,3106110,3,MOMBASA
MBARANGA,349101,46.0,46.6,43.54,0.0,44.41,46.82,42.69,224.06,490,15625,TIGANIA EAST,15349101,15,MERU
MBARANI,350221,15.0,31.2,38.8,0.0,31.33,40.33,31.66,173.32,968,21362,MUMONI,13350221,13,KITUI
MBARI YA RUGA,234313,93.0,40.45,39.7,0.0,38.6,35.75,34.26,188.76,538,20585,GATANGA,10234313,10,MURANG'A
MBARI YAHITI,238122,29.0,46.17,45.13,0.0,42.58,40.86,42.89,217.63,364,16879,,10238122,10,MURANG'A
MBARWARI,312125,16.0,42.25,47.37,0.0,42.62,43.81,38.81,214.86,337,17411,MBEERE NORTH,14312125,14,EMBU
MBATIAN ACADEMY,545115,13.0,74.38,77.76,0.0,69.84,70.07,77.46,369.51,7,119,LOITOKITOK,31545115,31,KAJIADO
MBAU,339124,37.0,40.91,43.91,0.0,43.18,46.4,43.86,218.26,640,16768,MWINGI WEST,13339124,13,KITUI
MBAU-INI,231215,53.0,44.2,42.22,0.0,38.73,34.83,40.26,200.24,700,19540,LARI,11231215,11,KIAMBU
MBAURO,101104,50.0,52.48,59.42,59.42,46.9,49.06,45.16,312.44,11,1765,Taita,1101104,1,TAITA TAVETA
MBAVAE,360110,17.0,51.94,46.88,0.0,52.88,51.29,52.58,255.57,227,8364,,13360110,13,KITUI
MBAVANI,346211,35.0,53.4,50.71,0.0,57.4,60.85,58.22,280.58,197,4153,MBOONI EAST,18346211,18,MAKUENI
MBAYA,607007,80.0,51.96,60.07,0.0,43.02,45.6,44.0,244.65,499,10882,LUGARI,37607007,37,KAKAMEGA
MBAYO,337209,79.0,38.44,45.24,0.0,39.77,46.17,42.45,212.07,572,17889,IGEMBE NORTH,15337209,15,MERU
MBECHOT,558136,9.0,45.11,39.77,0.0,51.11,52.33,48.33,236.65,389,12800,MARIGAT,33558136,33,BARINGO
MBEE,329161,48.0,41.35,51.0,0.0,49.33,43.81,47.37,232.86,535,13679,KATHIANI,12329161,12,MACHAKOS
MBEERE PRIVATE,312445,12.0,32.66,28.41,0.0,33.91,27.5,27.16,149.64,440,21726,MBEERE NORTH,14312445,14,EMBU
