SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
SANGARAN,517418,16,45.56,47.56,0.0,47.81,51.81,51.56,244.3,399,11168,BARINGO CENTRAL,,,
SANGAT,531104,10,34.6,46.9,0.0,39.4,54.2,46.9,222.0,225,15771,POKOT CENTRAL,24531104,24,WEST POKOT
SANGENYI,101215,24,39.12,48.87,0.0,31.87,32.83,34.87,187.56,177,20125,Taita,1101215,1,TAITA TAVETA
SANGLA,707226,41,39.48,36.21,0.0,40.26,40.75,39.82,196.52,547,19406,MIGORI,41731312,41,HOMA BAY
SANGLA,707226,41,39.48,36.21,0.0,40.26,40.75,39.82,196.52,547,19406,MIGORI,42721234,42,SIAYA
SANGLA,707226,41,39.48,36.21,0.0,40.26,40.75,39.82,196.52,547,19406,MIGORI,44707226,44,MIGORI
SANGLA,721234,24,56.41,45.08,0.0,52.58,55.95,50.87,260.89,244,7593,RARIEDA,41731312,41,HOMA BAY
SANGLA,721234,24,56.41,45.08,0.0,52.58,55.95,50.87,260.89,244,7593,RARIEDA,42721234,42,SIAYA
SANGLA,721234,24,56.41,45.08,0.0,52.58,55.95,50.87,260.89,244,7593,RARIEDA,44707226,44,MIGORI
SANGLA,731312,19,44.1,31.42,0.0,48.21,58.0,49.89,231.62,550,13867,RACHUONYO NORTH,41731312,41,HOMA BAY
SANGLA,731312,19,44.1,31.42,0.0,48.21,58.0,49.89,231.62,550,13867,RACHUONYO NORTH,42721234,42,SIAYA
SANGLA,731312,19,44.1,31.42,0.0,48.21,58.0,49.89,231.62,550,13867,RACHUONYO NORTH,44707226,44,MIGORI
SANGLA KAGAK,717251,23,44.08,33.21,0.0,54.34,52.43,47.52,231.58,374,13880,RONGO,44739223,44,MIGORI
SANGO,503327,44,38.79,48.22,0.0,41.31,40.13,38.61,207.06,369,18204,TRANS NZOIA WEST,23503327,23,TRANSNZOIA
SANGO,503327,44,38.79,48.22,0.0,41.31,40.13,38.61,207.06,369,18204,TRANS NZOIA WEST,37631007,37,KAKAMEGA
SANGO,503327,44,38.79,48.22,0.0,41.31,40.13,38.61,207.06,369,18204,TRANS NZOIA WEST,41724134,41,HOMA BAY
SANGO,503327,44,38.79,48.22,0.0,41.31,40.13,38.61,207.06,369,18204,TRANS NZOIA WEST,42738152,42,SIAYA
SANGO,503327,44,38.79,48.22,0.0,41.31,40.13,38.61,207.06,369,18204,TRANS NZOIA WEST,44717148,44,MIGORI
SANGO,607507,63,51.04,49.77,0.0,47.65,46.87,48.84,244.17,489,11195,LUGARI,23503327,23,TRANSNZOIA
SANGO,607507,63,51.04,49.77,0.0,47.65,46.87,48.84,244.17,489,11195,LUGARI,37631007,37,KAKAMEGA
SANGO,607507,63,51.04,49.77,0.0,47.65,46.87,48.84,244.17,489,11195,LUGARI,41724134,41,HOMA BAY
SANGO,607507,63,51.04,49.77,0.0,47.65,46.87,48.84,244.17,489,11195,LUGARI,42738152,42,SIAYA
SANGO,607507,63,51.04,49.77,0.0,47.65,46.87,48.84,244.17,489,11195,LUGARI,44717148,44,MIGORI
SANGO,717148,17,45.76,29.7,0.0,50.29,47.23,47.64,220.62,444,16034,RONGO,23503327,23,TRANSNZOIA
SANGO,717148,17,45.76,29.7,0.0,50.29,47.23,47.64,220.62,444,16034,RONGO,37631007,37,KAKAMEGA
SANGO,717148,17,45.76,29.7,0.0,50.29,47.23,47.64,220.62,444,16034,RONGO,41724134,41,HOMA BAY
SANGO,717148,17,45.76,29.7,0.0,50.29,47.23,47.64,220.62,444,16034,RONGO,42738152,42,SIAYA
SANGO,717148,17,45.76,29.7,0.0,50.29,47.23,47.64,220.62,444,16034,RONGO,44717148,44,MIGORI
SANGO,724134,17,52.35,34.11,0.0,61.23,57.23,51.7,256.62,271,8463,NDHIWA,23503327,23,TRANSNZOIA
SANGO,724134,17,52.35,34.11,0.0,61.23,57.23,51.7,256.62,271,8463,NDHIWA,37631007,37,KAKAMEGA
SANGO,724134,17,52.35,34.11,0.0,61.23,57.23,51.7,256.62,271,8463,NDHIWA,41724134,41,HOMA BAY
SANGO,724134,17,52.35,34.11,0.0,61.23,57.23,51.7,256.62,271,8463,NDHIWA,42738152,42,SIAYA
SANGO,724134,17,52.35,34.11,0.0,61.23,57.23,51.7,256.62,271,8463,NDHIWA,44717148,44,MIGORI
SANGO,725252,25,56.08,42.92,0.0,51.92,54.28,52.84,258.04,273,8158,UGENYA,23503327,23,TRANSNZOIA
SANGO,725252,25,56.08,42.92,0.0,51.92,54.28,52.84,258.04,273,8158,UGENYA,37631007,37,KAKAMEGA
SANGO,725252,25,56.08,42.92,0.0,51.92,54.28,52.84,258.04,273,8158,UGENYA,41724134,41,HOMA BAY
SANGO,725252,25,56.08,42.92,0.0,51.92,54.28,52.84,258.04,273,8158,UGENYA,42738152,42,SIAYA
SANGO,725252,25,56.08,42.92,0.0,51.92,54.28,52.84,258.04,273,8158,UGENYA,44717148,44,MIGORI
SANGO ACADEMY,704215,42,68.57,74.0,0.0,64.26,62.28,65.76,334.87,18,798,HOMA BAY,41704215,41,HOMA BAY
SANGO BURU,733323,26,46.34,43.8,0.0,57.88,55.26,50.92,254.2,298,8988,NYAKACH,39733323,39,KISUMU
SANGO F.Y.M,602144,30,48.2,45.93,0.0,49.03,51.76,49.96,244.88,300,11043,BUNGOMA SOUTH,36602144,36,BUNGOMA
SANGO GEM,704331,17,51.58,38.29,0.0,56.52,53.52,51.35,251.26,330,9642,HOMA BAY,41704331,41,HOMA BAY
SANGO P.C.U,605141,18,39.88,45.38,0.0,42.0,47.05,47.33,221.64,520,15853,MT ELGON,36605141,36,BUNGOMA
SANGO PAG,611265,42,36.42,49.19,0.0,38.57,39.71,40.42,204.31,613,18559,BUNGOMA NORTH,36611265,36,BUNGOMA
SANGO R.C,628179,26,42.07,47.69,0.0,45.11,46.65,45.11,226.63,479,14899,BUMULA,36628179,36,BUNGOMA
SANGO S.A,611218,62,52.11,58.54,0.0,53.17,59.08,57.25,280.15,100,4325,BUNGOMA NORTH,36611218,36,BUNGOMA
SANGORE,724149,10,44.6,41.4,0.0,54.0,52.7,50.1,242.8,414,11452,NDHIWA,41724149,41,HOMA BAY
SANGURUR,520202,42,51.8,45.88,0.0,56.26,58.07,57.38,269.39,164,5962,MARAKWET WEST,34520202,34,ELGEYO MARAKWET
SANGWA,563327,24,36.66,35.75,0.0,37.95,35.33,32.08,177.77,517,20657,KONOIN,25563327,25,BOMET
SANGWE,712322,16,46.25,38.56,0.0,52.18,52.37,43.81,233.17,480,13535,BONDO,42712322,42,SIAYA
SANIAK,513207,18,45.05,42.5,0.0,45.55,49.77,47.27,230.14,545,14169,NANDI CENTRAL,29513207,29,NANDI
SANJO ACADEMY,231127,11,66.09,60.45,0.0,57.27,66.45,65.72,315.98,132,1558,LARI,11231127,11,KIAMBU
SANJWERU,709222,21,38.66,27.19,0.0,39.0,38.95,35.04,178.84,847,20608,SUBA,41709222,41,HOMA BAY
SANKALE ACADEMY,519121,22,54.13,53.22,0.0,50.22,48.27,50.45,256.29,153,8545,TRANSMARA WEST,,,
SANKURI,801107,41,36.19,38.65,0.0,43.43,52.26,52.34,222.87,44,15626,GARISSA,45801107,45,GARISSA
SANTAMORE PRECIOUS ANGELS,208225,12,54.25,57.25,0.0,49.25,50.58,48.58,259.91,152,7768,MURANG'A SOUTH,,,
SANTANA CALM WATERS ACAD,235142,14,76.64,68.07,0.0,64.42,64.35,67.57,341.05,52,603,RUIRU,11235142,11,KIAMBU
SANTAPRIS ACADEMY,401594,20,65.25,57.45,0.0,54.55,53.3,56.3,286.85,244,3511,Nairobi,20407093,20,NAIROBI
SANTARITZ ACADEMY,326270,33,60.69,61.12,0.0,59.87,56.54,54.06,292.28,39,3005,MAARA,19326270,19,THARAKANITHI
SAON,720152,32,71.4,66.21,0.0,69.84,61.46,59.75,328.66,10,1014,BORABU,43720152,43,NYAMIRA
SAOS,521102,32,46.06,42.15,0.0,46.65,47.96,50.09,232.91,447,13590,KOIBATEK,33521102,33,BARINGO
SAOSA,553204,36,48.63,59.86,0.0,56.66,50.69,56.13,271.97,120,5530,BELGUT,28553204,28,KERICHO
SAOSET,508222,30,46.96,36.03,0.0,54.1,54.76,56.2,248.05,273,10380,BOMET,25508222,25,BOMET
SAOSET,508222,30,46.96,36.03,0.0,54.1,54.76,56.2,248.05,273,10380,BOMET,28539214,28,KERICHO
SAOSET,539214,28,36.67,40.03,0.0,36.42,39.14,36.71,188.97,463,20014,KIPKELION,25508222,25,BOMET
SAOSET,539214,28,36.67,40.03,0.0,36.42,39.14,36.71,188.97,463,20014,KIPKELION,28539214,28,KERICHO
SAOSI,619230,29,33.06,42.58,0.0,34.62,35.82,38.51,184.59,360,20332,HAMISI,38619230,38,VIHIGA
SAPTET,565321,34,45.29,51.73,0.0,54.26,55.97,46.52,253.77,254,9087,KURESOI,27565321,27,NAKURU
SARA BEST ACADEMY,717173,15,58.66,43.33,0.0,56.06,49.73,51.4,259.18,182,7911,RONGO,44717173,44,MIGORI
SARA DAVI'S,537417,15,67.2,67.26,0.0,57.46,63.53,65.2,320.65,75,1342,NAIVASHA,27537217,27,NAKURU
SARADIDI,721213,42,53.04,35.0,0.0,50.85,46.97,49.64,235.5,465,13020,RARIEDA,42721213,42,SIAYA
SARAMBA,710431,18,45.66,34.11,0.0,56.44,52.16,52.11,240.48,442,11950,RACHUONYO SOUTH,41710431,41,HOMA BAY
SARAMBA,710431,18,45.66,34.11,0.0,56.44,52.16,52.11,240.48,442,11950,RACHUONYO SOUTH,41724229,41,HOMA BAY
SARAMBA,724229,27,43.96,39.44,0.0,52.66,58.74,47.62,242.42,418,11541,NDHIWA,41710431,41,HOMA BAY
SARAMBA,724229,27,43.96,39.44,0.0,52.66,58.74,47.62,242.42,418,11541,NDHIWA,41724229,41,HOMA BAY
SARAMBEI,552109,21,49.52,60.0,0.0,54.52,49.38,48.14,261.56,219,7459,RONGAI,27552109,27,NAKURU
SARAMEK,509201,25,56.8,63.44,0.0,58.04,61.4,59.84,299.52,103,2490,ELDORET WEST,26509201,26,UASIN GISHU
SARAMEK 'A',539129,57,42.63,40.03,0.0,46.36,49.94,46.63,225.59,335,15076,KIPKELION,28571305,28,KERICHO
SARAMEK 'B',553205,26,50.84,49.8,0.0,50.92,47.88,50.73,250.17,212,9910,BELGUT,28553205,28,KERICHO
SARE,713046,17,52.7,40.88,0.0,53.7,55.58,54.82,257.68,263,8242,NYANDO,39713046,39,KISUMU
SARE,713046,17,52.7,40.88,0.0,53.7,55.58,54.82,257.68,263,8242,NYANDO,40719244,40,KISII
SARE,713046,17,52.7,40.88,0.0,53.7,55.58,54.82,257.68,263,8242,NYANDO,44739132,44,MIGORI
SARE,717225,61,52.37,42.75,0.0,49.03,49.88,48.85,242.88,286,11444,RONGO,39713046,39,KISUMU
SARE,717225,61,52.37,42.75,0.0,49.03,49.88,48.85,242.88,286,11444,RONGO,40719244,40,KISII
SARE,717225,61,52.37,42.75,0.0,49.03,49.88,48.85,242.88,286,11444,RONGO,44739132,44,MIGORI
SARE,719244,24,37.5,41.62,0.0,40.04,41.2,41.83,202.19,638,18837,SOUTH GUCHA,39713046,39,KISUMU
SARE,719244,24,37.5,41.62,0.0,40.04,41.2,41.83,202.19,638,18837,SOUTH GUCHA,40719244,40,KISII
SARE,719244,24,37.5,41.62,0.0,40.04,41.2,41.83,202.19,638,18837,SOUTH GUCHA,44739132,44,MIGORI
SARIA,717255,35,45.25,32.31,0.0,43.51,47.77,46.37,215.21,466,16983,RONGO,44739225,44,MIGORI
SARIDE,619147,27,47.4,45.14,0.0,47.22,47.07,45.77,232.6,282,13656,HAMISI,38619147,38,VIHIGA
SARIF,809203,36,37.08,25.44,0.0,39.94,41.58,45.69,189.73,55,19952,WAJIR SOUTH,46820203,46,WAJIR
SAROIYOT,507125,32,50.9,54.37,0.0,57.93,52.0,53.59,268.79,242,6061,ELDORET MUNICIPALITY,26507125,26,UASIN GISHU
SAROPA BELLS ACADEMY,557117,7,50.42,45.28,0.0,39.71,39.0,45.28,219.69,295,16198,KAJIADO NORTH,31567208,31,KAJIADO
SARORA,540209,18,46.38,42.05,0.0,55.5,56.22,48.77,248.92,438,10199,NANDI NORTH,29540209,29,NANDI
SARU-GAA,540255,20,44.05,58.45,0.0,55.0,52.8,52.55,262.85,324,7209,NANDI NORTH,29540255,29,NANDI
SARUCHAT,533149,54,39.48,42.72,0.0,51.88,47.12,48.07,229.27,389,14364,SOTIK,25533149,25,BOMET
SARURA,529146,32,45.28,58.56,0.0,54.75,50.68,51.68,260.95,149,7576,KWANZA,23529146,23,TRANSNZOIA
SARWAT,542106,34,47.5,54.23,0.0,56.82,53.26,58.61,270.42,259,5779,TINDERET,29542106,29,NANDI
SASATI,706209,15,42.06,35.86,0.0,43.46,38.6,41.33,201.31,378,18931,NYAMIRA,43706209,43,NYAMIRA
SASENYI,115311,67,38.56,45.49,0.0,43.59,43.7,39.97,211.31,125,17582,VOI,1115311,1,TAITA TAVETA
SASETA,563104,42,45.71,41.61,0.0,42.14,44.45,40.07,213.98,463,17170,KONOIN,25563104,25,BOMET
SASI,724034,19,51.84,39.0,0.0,51.52,56.89,49.84,249.09,351,10145,NDHIWA,41724034,41,HOMA BAY
SASIMU ACADEMY/C CENTRE,401551,29,54.48,51.41,0.0,44.58,49.2,49.51,249.18,394,10125,Nairobi,,,
SASITWA,534188,15,39.4,43.46,0.0,46.06,46.53,50.66,226.11,443,14978,ELDORET EAST,26534188,26,UASIN GISHU
SASUMUA,216106,66,39.59,42.75,0.0,43.71,35.81,37.81,199.67,361,19094,KINANGOP,7216106,7,NYANDARUA
SASUMUA,216106,66,39.59,42.75,0.0,43.71,35.81,37.81,199.67,361,19094,KINANGOP,27552304,27,NAKURU
SASUMUA,216106,66,39.59,42.75,0.0,43.71,35.81,37.81,199.67,361,19094,KINANGOP,27565354,27,NAKURU
SASUMUA,552304,55,51.96,54.92,0.0,41.96,45.4,45.29,239.53,351,12172,RONGAI,7216106,7,NYANDARUA
SASUMUA,552304,55,51.96,54.92,0.0,41.96,45.4,45.29,239.53,351,12172,RONGAI,27552304,27,NAKURU
SASUMUA,552304,55,51.96,54.92,0.0,41.96,45.4,45.29,239.53,351,12172,RONGAI,27565354,27,NAKURU
SASUMUA,565354,41,37.78,46.63,0.0,35.56,34.56,33.24,187.77,699,20112,KURESOI,7216106,7,NYANDARUA
SASUMUA,565354,41,37.78,46.63,0.0,35.56,34.56,33.24,187.77,699,20112,KURESOI,27552304,27,NAKURU
SASUMUA,565354,41,37.78,46.63,0.0,35.56,34.56,33.24,187.77,699,20112,KURESOI,27565354,27,NAKURU
SATELITE ACADEMY,601232,16,52.56,58.12,0.0,49.12,51.12,54.18,265.1,149,6767,BUSIA,35601232,35,BUSIA
SATHYA SAI,230421,8,68.75,52.62,0.0,48.25,60.0,55.5,285.12,237,3698,KIKUYU,11230421,11,KIAMBU
SATHYA SAI SCHOOL,557133,13,68.23,48.23,0.0,63.38,59.38,64.61,303.83,68,2191,KAJIADO NORTH,31567105,31,KAJIADO
SATIET,563212,29,43.79,46.79,0.0,49.93,51.34,49.79,241.64,315,11698,KONOIN,25563212,25,BOMET
SATIMA,215201,29,50.1,44.37,0.0,48.17,46.41,48.55,237.6,209,12577,KIPIPIRI,7215201,7,NYANDARUA
SATIMA ACADEMY,213141,37,68.29,63.18,0.0,64.89,64.18,66.83,327.37,38,1062,NYANDARUA CENTRAL,7213141,7,NYANDARUA
SAUNEI,551242,32,46.65,44.09,0.0,66.78,58.96,59.31,275.79,118,4928,CHEPALUNGU,,,
SAUSET,734089,17,50.23,51.29,0.0,46.88,51.0,53.76,253.16,307,9232,MUHORONI,39734089,39,KISUMU
SAVALA,607108,58,48.53,49.81,0.0,45.25,45.24,45.6,234.43,583,13238,LUGARI,37607108,37,KAKAMEGA
SAVANI,541210,38,56.13,62.05,0.0,54.97,59.65,59.73,292.53,123,2981,NANDI EAST,29541210,29,NANDI
SAVANNA ELITE COMPLEX,220316,15,48.86,41.0,0.0,48.53,49.86,50.53,238.78,284,12329,KIENI WEST,8220316,8,NYERI
SAVANNAH ACADEMY,401293,24,61.2,62.75,0.0,59.83,59.08,59.0,301.86,188,2323,Nairobi,20408030,20,NAIROBI
SAVYO BELLS ACADEMY,401489,33,50.96,49.36,0.0,40.9,40.69,44.24,226.15,516,14972,Nairobi,20407071,20,NAIROBI
SAWA DEB,611268,46,57.67,53.1,0.0,46.76,42.91,45.5,245.94,288,10805,BUNGOMA NORTH,36611268,36,BUNGOMA
SAWA P.C.U,613154,22,42.72,39.95,0.0,43.22,47.22,46.18,219.29,536,16267,BUNGOMA EAST,36613154,36,BUNGOMA
SAWAWA,614611,41,39.53,45.53,0.0,44.51,46.43,42.46,218.46,709,16404,KAKAMEGA NORTH,37614611,37,KAKAMEGA
SAYA,531514,8,36.87,46.75,0.0,60.25,56.62,59.5,259.99,130,7751,POKOT CENTRAL,24531314,24,WEST POKOT
SAYANGWE,627147,30,44.2,46.43,0.0,47.3,44.46,45.6,227.99,640,14610,MATUNGU,37627147,37,KAKAMEGA
SAYE,710337,40,46.6,39.07,0.0,49.25,51.05,49.02,234.99,510,13124,RACHUONYO SOUTH,41710337,41,HOMA BAY
SCANIA ACADEMY,711249,21,44.09,53.0,0.0,44.85,43.71,44.52,230.17,383,14161,GUCHA,40740149,40,KISII
SCHOLAR SPRING PREP,235232,21,52.23,53.14,0.0,60.8,55.57,60.23,281.97,246,4070,RUIRU,,,
SCHOOL OF EXCELLENCE,209121,11,78.09,70.45,0.0,70.9,69.54,68.27,357.25,9,231,NYANDARUA SOUTH,7209121,7,NYANDARUA
SDA ASURURIET BOARDING,535130,28,58.78,64.5,0.0,60.0,61.32,57.1,301.7,94,2331,WARENG,26535130,26,UASIN GISHU
SDA KAPKONJUSMO,540330,7,36.42,46.42,0.0,51.42,40.14,43.57,217.97,578,16498,NANDI NORTH,29540330,29,NANDI
SDA PR. MARAGUA,208323,21,52.33,53.0,0.0,55.14,61.61,55.23,277.31,107,4693,MURANG'A SOUTH,10208323,10,MURANG'A
SEANIN,563125,40,54.7,47.6,0.0,55.0,56.72,50.27,264.29,173,6951,KONOIN,25563125,25,BOMET
SEANIN,563125,40,54.7,47.6,0.0,55.0,56.72,50.27,264.29,173,6951,KONOIN,27565410,27,NAKURU
SEANIN,565410,30,61.23,54.73,0.0,57.53,60.96,58.9,293.35,125,2918,KURESOI,25563125,25,BOMET
SEANIN,565410,30,61.23,54.73,0.0,57.53,60.96,58.9,293.35,125,2918,KURESOI,27565410,27,NAKURU
SEBETET,522517,70,40.04,41.81,0.0,50.18,46.12,46.02,224.17,349,15375,BURETI,28522517,28,KERICHO
SEBIT,531503,74,55.67,59.48,0.0,61.67,59.59,58.22,294.63,17,2804,POKOT CENTRAL,24531303,24,WEST POKOT
SECHU,114222,28,44.64,56.14,0.0,48.82,46.71,45.03,241.34,54,11767,MWATATE,1114222,1,TAITA TAVETA
SECTION SIX,504012,30,53.53,53.66,0.0,49.2,52.43,50.8,259.62,157,7825,KITALE MUNICIPALITY,23504012,23,TRANSNZOIA
SEED OF HOPE ACAD,529165,27,54.14,60.29,0.0,55.18,57.74,54.14,281.49,73,4127,KWANZA,23529165,23,TRANSNZOIA
SEEKEA,302305,38,38.68,48.0,0.0,46.1,39.78,41.47,214.03,716,17162,KITUI CENTRAL,13354105,13,KITUI
SEGA GIRLS,725143,46,71.19,70.13,0.0,67.84,61.6,66.39,337.15,5,724,UGENYA,42725143,42,SIAYA
SEGA JUNIOR SCHOOL,106143,29,80.58,73.17,0.0,77.0,70.0,73.51,374.26,3,47,MOMBASA,3106143,3,MOMBASA
SEGA TOWNSHIP,725142,65,65.69,58.61,0.0,66.83,64.1,65.58,320.81,14,1335,UGENYA,42725142,42,SIAYA
SEGEMIK,540136,7,51.57,55.14,0.0,53.71,54.14,49.14,263.7,318,7059,NANDI NORTH,25551222,25,BOMET
SEGEMIK,540136,7,51.57,55.14,0.0,53.71,54.14,49.14,263.7,318,7059,NANDI NORTH,29540136,29,NANDI
SEGEMIK,551222,52,46.25,43.26,0.0,56.42,52.51,51.63,250.07,259,9932,CHEPALUNGU,25551222,25,BOMET
SEGEMIK,551222,52,46.25,43.26,0.0,56.42,52.51,51.63,250.07,259,9932,CHEPALUNGU,29540136,29,NANDI
SEGER,565426,15,43.66,39.93,0.0,52.26,52.33,47.73,235.91,373,12926,KURESOI,27565426,27,NAKURU
SEGERA,555310,35,45.94,46.88,0.0,42.57,44.25,44.14,223.78,190,15450,LAIKIPIA CENTRAL,30555310,30,LAIKIPIA
SEGERE,705108,31,47.09,46.38,0.0,67.7,65.29,59.38,285.84,70,3607,SIAYA,42705108,42,SIAYA
SEGERO,509199,31,51.35,54.06,0.0,53.8,54.48,49.58,263.27,279,7133,ELDORET WEST,26509199,26,UASIN GISHU
SEGERO,509199,31,51.35,54.06,0.0,53.8,54.48,49.58,263.27,279,7133,ELDORET WEST,35629114,35,BUSIA
SEGERO,601314,28,52.57,58.42,0.0,62.57,65.35,64.25,303.16,27,2234,BUSIA,26509199,26,UASIN GISHU
SEGERO,601314,28,52.57,58.42,0.0,62.57,65.35,64.25,303.16,27,2234,BUSIA,35629114,35,BUSIA
SEGETET,539208,40,45.07,45.1,0.0,49.07,45.92,51.52,236.68,276,12763,KIPKELION,28539208,28,KERICHO
SEGUT,513403,18,54.05,56.38,0.0,56.83,60.22,55.16,282.64,172,3992,NANDI CENTRAL,29513403,29,NANDI
SEGUTIET,508114,60,32.96,23.9,0.0,43.81,43.18,40.9,184.75,511,20320,BOMET,25508114,25,BOMET
SEGUTIET,508114,60,32.96,23.9,0.0,43.81,43.18,40.9,184.75,511,20320,BOMET,27564412,27,NAKURU
SEGUTIET,564412,23,38.04,44.95,0.0,53.91,50.13,50.39,237.42,365,12616,NJORO,25508114,25,BOMET
SEGUTIET,564412,23,38.04,44.95,0.0,53.91,50.13,50.39,237.42,365,12616,NJORO,27564412,27,NAKURU
SEGUTON,521215,16,50.18,50.81,0.0,54.18,54.0,52.5,261.67,295,7436,KOIBATEK,27565309,27,NAKURU
SEGUTON,521215,16,50.18,50.81,0.0,54.18,54.0,52.5,261.67,295,7436,KOIBATEK,33517130,33,BARINGO
SEGUTON,521215,16,50.18,50.81,0.0,54.18,54.0,52.5,261.67,295,7436,KOIBATEK,33521215,33,BARINGO
SEGUTON,565309,19,47.26,53.26,0.0,47.47,47.36,50.36,245.71,299,10845,KURESOI,27565309,27,NAKURU
SEGUTON,565309,19,47.26,53.26,0.0,47.47,47.36,50.36,245.71,299,10845,KURESOI,33517130,33,BARINGO
SEGUTON,565309,19,47.26,53.26,0.0,47.47,47.36,50.36,245.71,299,10845,KURESOI,33521215,33,BARINGO
SEGUTON HILL,517130,54,52.62,52.85,0.0,62.37,61.03,62.03,290.9,78,3141,BARINGO CENTRAL,,,
SEIYO,535108,33,48.54,49.36,0.0,50.72,55.51,55.96,260.09,291,7738,WARENG,26535108,26,UASIN GISHU
SEIYOT,509232,48,43.37,53.97,0.0,45.97,50.35,49.97,243.63,382,11293,ELDORET WEST,26509232,26,UASIN GISHU
SEIYOT,509232,48,43.37,53.97,0.0,45.97,50.35,49.97,243.63,382,11293,ELDORET WEST,29542222,29,NANDI
SEIYOT,542222,21,50.04,54.85,0.0,64.14,60.9,59.23,289.16,136,3298,TINDERET,26509232,26,UASIN GISHU
SEIYOT,542222,21,50.04,54.85,0.0,64.14,60.9,59.23,289.16,136,3298,TINDERET,29542222,29,NANDI
SEKA,709223,36,55.77,31.41,0.0,52.55,54.75,54.69,249.17,350,10130,SUBA,41709223,41,HOMA BAY
SEKA DOK,731027,25,48.8,47.08,0.0,56.6,55.44,56.24,264.16,217,6976,RACHUONYO NORTH,41731027,41,HOMA BAY
SEKELENI,348142,14,42.42,50.78,0.0,48.28,45.71,49.64,236.83,719,12733,MAKINDU,18348142,18,MAKUENI
SEKENANI,546113,46,48.39,49.56,0.0,45.6,50.6,55.93,250.08,186,9931,NAROK SOUTH,32546113,32,NAROK
SEKEROT,516206,22,45.04,46.45,0.0,42.4,47.18,48.5,229.57,290,14303,NAROK NORTH,24531217,24,WEST POKOT
SEKEROT,516206,22,45.04,46.45,0.0,42.4,47.18,48.5,229.57,290,14303,NAROK NORTH,32516206,32,NAROK
SEKEROT,531217,8,42.25,45.62,0.0,43.37,46.5,52.75,230.49,217,14097,POKOT CENTRAL,24531217,24,WEST POKOT
SEKEROT,531217,8,42.25,45.62,0.0,43.37,46.5,52.75,230.49,217,14097,POKOT CENTRAL,32516206,32,NAROK
SEKETET,502213,13,35.53,45.3,0.0,43.0,51.15,48.46,223.44,67,15524,SAMBURU,22502213,22,SAMBURU
SELILIAN,565356,30,44.63,40.26,0.0,47.76,47.46,41.23,221.34,504,15910,KURESOI,,,
SELLY'S JUNIOR ACADEMY,705251,24,63.7,64.62,0.0,63.83,65.91,63.87,321.93,13,1293,SIAYA,42705251,42,SIAYA
SEMA ACAD,533174,26,50.34,47.23,0.0,44.11,50.53,50.07,242.28,311,11579,SOTIK,25533174,25,BOMET
SEME KAIMA,731213,20,44.55,36.05,0.0,49.5,44.35,41.2,215.65,697,16908,RACHUONYO NORTH,41731213,41,HOMA BAY
SEMEA,317137,58,44.87,51.01,0.0,53.22,62.94,53.05,265.09,172,6773,MUTOMO,13317137,13,KITUI
SEMIKARO,112204,22,47.63,46.4,0.0,40.45,44.95,50.4,229.83,35,14242,TANA DELTA,5112204,5,TANA RIVER
SEMOI,508141,23,38.73,41.73,0.0,45.91,45.39,42.39,214.15,461,17141,BOMET,25508141,25,BOMET
SENA,730210,21,54.19,43.76,0.0,45.42,58.66,51.04,253.07,306,9252,MBITA,41730210,41,HOMA BAY
SENDA,307110,26,54.0,52.42,0.0,59.26,58.92,54.61,279.21,233,4452,MAKUENI,18307110,18,MAKUENI
SENDERA S.A,605109,20,36.85,43.7,0.0,48.3,50.95,41.95,221.75,518,15825,MT ELGON,36605109,36,BUNGOMA
SENENDE,619231,31,43.83,46.03,0.0,47.51,38.58,43.29,219.24,328,16274,HAMISI,38619231,38,VIHIGA
SENETWO,505205,57,44.89,52.19,0.0,54.38,54.71,53.8,259.97,132,7758,WEST POKOT,24505205,24,WEST POKOT
SENETWO,505205,57,44.89,52.19,0.0,54.38,54.71,53.8,259.97,132,7758,WEST POKOT,29542110,29,NANDI
SENETWO,505205,57,44.89,52.19,0.0,54.38,54.71,53.8,259.97,132,7758,WEST POKOT,33517120,33,BARINGO
SENETWO,505205,57,44.89,52.19,0.0,54.38,54.71,53.8,259.97,132,7758,WEST POKOT,34559247,34,ELGEYO MARAKWET
SENETWO,517120,16,41.37,41.93,0.0,49.68,53.62,53.5,240.1,420,12038,BARINGO CENTRAL,24505205,24,WEST POKOT
SENETWO,517120,16,41.37,41.93,0.0,49.68,53.62,53.5,240.1,420,12038,BARINGO CENTRAL,29542110,29,NANDI
SENETWO,517120,16,41.37,41.93,0.0,49.68,53.62,53.5,240.1,420,12038,BARINGO CENTRAL,33517120,33,BARINGO
SENETWO,517120,16,41.37,41.93,0.0,49.68,53.62,53.5,240.1,420,12038,BARINGO CENTRAL,34559247,34,ELGEYO MARAKWET
SENETWO,542110,25,50.96,50.48,0.0,50.04,53.88,52.6,257.96,365,8181,TINDERET,24505205,24,WEST POKOT
SENETWO,542110,25,50.96,50.48,0.0,50.04,53.88,52.6,257.96,365,8181,TINDERET,29542110,29,NANDI
SENETWO,542110,25,50.96,50.48,0.0,50.04,53.88,52.6,257.96,365,8181,TINDERET,33517120,33,BARINGO
